Rk,Player,Salary,Conference,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
366,Isaac Okoro,6400920,E,SG,20,CLE,47,47,31.9,3,7.1,0.425,0.9,2.8,0.311,2.1,4.3,0.5,0.486,1.2,1.8,0.687,0.9,1.9,2.8,1.7,1,0.4,1.4,2.8,8.1
367,KZ Okpala,1517981,E,PF,21,MIA,25,9,12.9,1.1,2.6,0.409,0.4,1.5,0.297,0.6,1.2,0.552,0.492,0.1,0.2,0.333,0.6,1.4,2,0.4,0.2,0.3,0.5,1.8,2.7
368,Victor Oladipo,21000000,W,SG,28,HOU,20,20,33.5,7.8,19.1,0.407,2.5,7.7,0.32,5.3,11.4,0.465,0.471,3.3,4.2,0.783,0.4,4.4,4.8,5,1.2,0.5,2.6,2.3,21.2
368,Victor Oladipo,21000000,E,SG,28,IND,9,9,33.3,7.1,16.9,0.421,2.8,7.7,0.362,4.3,9.2,0.47,0.503,3,4.1,0.73,0.1,5.6,5.7,4.2,1.7,0.2,2,2.6,20
368,Victor Oladipo,21000000,E,G,28,MIA,4,4,27.8,4,10.8,0.372,1,4.3,0.235,3,6.5,0.462,0.419,3,4.5,0.667,0.8,2.8,3.5,3.5,1.8,0.5,3.5,3.3,12
369,Kelly Olynyk,12198243,W,PF,29,HOU,9,6,29.7,6.2,10.7,0.583,2,5.1,0.391,4.2,5.6,0.76,0.677,2.6,2.9,0.885,1.3,6.6,7.9,3,0.9,0.8,1.8,3,17
369,Kelly Olynyk,12198243,E,C,29,MIA,43,38,26.9,3.8,8.7,0.431,1.8,5.7,0.317,2,3.1,0.639,0.533,0.7,0.9,0.775,1,5,6.1,2.1,0.9,0.6,1.3,2.9,10
370,Miye Oni,1517981,W,SG,23,UTA,37,0,8.9,0.7,2,0.36,0.6,1.8,0.348,0.1,0.2,0.444,0.513,0.1,0.2,0.833,0.5,1.2,1.7,0.3,0.1,0.2,0.3,1.1,2.2
371,Cedi Osman,8750000,E,SF,25,CLE,47,17,24.2,3.4,9.6,0.353,1.7,5.5,0.302,1.7,4.1,0.421,0.439,1.1,1.5,0.746,0.6,2.7,3.3,2.5,0.9,0.1,1,1.8,9.6
372,Daniel Oturu,898310,W,C,21,LAC,20,0,4.1,0.6,1.2,0.5,0,0.1,0,0.6,1.2,0.522,0.5,0.1,0.2,0.5,0.4,0.7,1.1,0.3,0.1,0.2,0.3,0.6,1.3
373,Kelly Oubre Jr.,14375000,W,SF,25,GSW,50,50,30.8,5.8,13.2,0.439,1.6,5.2,0.317,4.1,8,0.519,0.502,2.1,3,0.698,1.4,4.6,6,1.4,1.1,0.8,1.2,2.3,15.3
374,Jabari Parker,6500000,W,PF,25,SAC,3,0,9,1.3,2.3,0.571,0,0.3,0,1.3,2,0.667,0.571,0,0,,0.3,1.7,2,0.3,0,0.3,1,1.3,2.7
375,Eric Paschall,1517981,W,PF,24,GSW,39,2,17.3,3.7,7.5,0.491,0.4,1.4,0.321,3.3,6.2,0.529,0.52,1.6,2.3,0.719,0.7,2.5,3.2,1.3,0.3,0.2,1.1,1.7,9.5
376,Anžejs Pase??iks,350000,E,C,25,WAS,1,0,6,0,1,0,0,1,0,0,0,,0,0,0,,1,0,1,1,0,0,5,2,0
377,Patrick Patterson,3814768,W,PF,31,LAC,25,2,14,1.8,4,0.44,1,2.8,0.377,0.7,1.2,0.581,0.57,0.4,0.5,0.833,0.4,1.4,1.8,0.6,0.4,0.3,0.3,1.4,5
379,Chris Paul,41358814,W,PG,35,PHO,51,51,31.8,6.1,12.5,0.491,1.3,3.6,0.362,4.8,8.9,0.544,0.544,2.6,2.8,0.929,0.4,4.3,4.7,8.7,1.4,0.2,2.3,2.4,16.2
380,Cameron Payne,1977011,W,PG,26,PHO,41,0,17,2.6,5.5,0.476,1,2.4,0.398,1.7,3.1,0.535,0.562,0.7,0.8,0.879,0.2,2,2.2,3.7,0.6,0.2,1,1.7,6.9
381,Elfrid Payton,5760000,E,PG,26,NYK,44,44,26.3,4.9,11.2,0.437,0.5,1.9,0.28,4.4,9.3,0.468,0.46,1.5,2.1,0.71,1.3,2.4,3.6,3.5,0.8,0.2,1.8,2,11.8
383,Norvel Pelle,217845,E,C,27,BRK,3,0,9.3,1,2.3,0.429,0,0,,1,2.3,0.429,0.429,0,0,,1,1.3,2.3,0,0,1,1,3,2
383,Norvel Pelle,217845,E,F-C,27,NYK,1,0,3,0,0,,0,0,,0,0,,,1,2,0.5,0,3,3,0,0,2,0,0,1
383,Norvel Pelle,217845,W,C,27,SAC,1,0,4,0,1,0,0,0,,0,1,0,0,3,4,0.75,1,0,1,1,0,0,0,1,3
386,Mason Plumlee,8000000,E,C,30,DET,49,49,27.1,4.1,6.8,0.603,0,0.1,0,4.1,6.7,0.616,0.603,2,3.1,0.662,2.6,6.5,9.1,3.5,0.9,0.9,1.9,3.4,10.3
387,Jakob Poeltl,8101852,W,C,25,SAS,50,32,25.8,3.7,5.9,0.624,0,0,,3.7,5.9,0.624,0.624,0.7,1.8,0.404,3.3,4.8,8,1.9,0.6,1.6,1.3,2.3,8.1
388,Vincent Poirier,2619207,E,C,27,PHI,10,0,3.9,0.3,1.2,0.25,0,0.1,0,0.3,1.1,0.273,0.25,0.2,0.6,0.333,0.6,0.8,1.4,0.2,0,0.3,0.4,0.8,0.8
389,Aleksej Pokusevski,2964840,W,PF,19,OKC,33,16,23.5,2.8,8.5,0.333,1.3,4.5,0.289,1.5,3.9,0.385,0.41,0.7,0.8,0.846,0.7,4.1,4.8,1.9,0.4,1,1.9,1.2,7.6
390,Jordan Poole,2063280,W,SG,21,GSW,32,6,17.6,3.7,8.3,0.447,1.7,4.7,0.36,2,3.6,0.56,0.549,1.6,1.8,0.911,0.2,1.3,1.5,1.9,0.4,0.1,0.9,1.6,10.7
391,Jontay Porter,1904762,W,PF,21,MEM,5,0,3.8,0.4,1.4,0.286,0.2,1,0.2,0.2,0.4,0.5,0.357,0,0,,0.4,1.4,1.8,0.2,0.4,0,1,1.2,1
392,Kevin Porter Jr.,2033160,W,SG,20,HOU,16,13,30.6,5.8,13.6,0.424,1.4,5.6,0.258,4.3,8,0.539,0.477,2.1,3,0.688,0.6,3.3,3.9,6.2,0.8,0.4,3.5,2.2,15
393,Michael Porter Jr.,3550800,W,SF,22,DEN,42,35,30.3,6.5,12.1,0.54,2.4,5.4,0.447,4.1,6.6,0.616,0.641,1.6,2.1,0.761,1.8,5.8,7.6,1,0.6,0.9,1.1,2.1,17.1
394,Otto Porter,28489239,E,SF,27,CHI,25,6,21.6,3.6,8.1,0.441,1.5,3.8,0.4,2,4.3,0.477,0.535,1.2,1.5,0.838,1.1,4.4,5.5,2,0.5,0.2,1,1.5,9.9
394,Otto Porter,28489239,E,PF,27,ORL,3,0,22,3,8.3,0.36,0.3,3,0.111,2.7,5.3,0.5,0.38,1.7,1.7,1,0,4.7,4.7,1.7,1.3,0,0,1.3,8
395,Bobby Portis,3623000,E,C,25,MIL,48,5,21.4,4.8,9,0.528,1.1,2.4,0.46,3.7,6.6,0.552,0.588,0.7,1,0.739,1.8,5.4,7.2,1.1,0.8,0.4,0.9,1.7,11.3
396,Kristaps Porzi??is,29467800,W,C,25,DAL,33,33,30.8,7.8,16.3,0.477,2.3,6.2,0.369,5.5,10,0.544,0.547,2.6,3.2,0.827,2,7.2,9.2,1.5,0.4,1.6,1.3,2.6,20.4
397,Dwight Powell,10185185,W,C,29,DAL,37,8,14.6,1.5,2.9,0.495,0.1,0.5,0.263,1.3,2.4,0.544,0.518,1.6,2,0.784,1.2,2.2,3.4,0.8,0.5,0.4,0.5,2.3,4.6
